Kingdom	Phylum	Class	Order	Family	Genus	Id
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Platygloeales	 f__Platygloeaceae	 g__Helicobasidium	OTU_5490
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Onygenaceae	 g__Aphanoascus	OTU_1946
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizopus	OTU_3702
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Phaeosphaeriaceae	 g__Phaeosphaeria	OTU_2212
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Teloschistales	 f__Teloschistaceae	 g__Caloplaca	OTU_1680
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_3115
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Lecanorales	 f__Ramalinaceae	 g__Cliostomum	OTU_1627
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Polyporaceae	 g__Rhodonia	OTU_3442
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Aspergillus	OTU_3061
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Genea	OTU_3298
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Chlorophyllum	OTU_2713
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Nectria	OTU_4657
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_4637
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Microbotryales	 f__Microbotryaceae	 g__Microbotryum	OTU_2351
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Radiomycetaceae	 g__Apophysomyces	OTU_2405
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_1288
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Pyrenulales	 f__Massariaceae	 g__Massaria	OTU_1118
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Diversisporales	 f__Gigasporaceae	 g__Gigaspora	OTU_4020
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Armillaria	OTU_3974
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1855
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Leucoagaricus	OTU_813
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Hericiaceae	 g__Hericium	OTU_1059
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_1378
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Phaeocollybia	OTU_2591
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Polyporaceae	 g__Trametes	OTU_5206
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium	OTU_2276
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Geotrichum	OTU_4670
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Ustilaginales	 f__Ustilaginaceae	 g__Ustilago	OTU_4870
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_2717
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Cochliobolus	OTU_3968
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Chaetothyriales	 f__Chaetothyriaceae	 g__Cyphellophora	OTU_4130
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Capnodiales	 f__Capnodiales_Incertae sedis	 g__Toxicocladosporium	OTU_5217
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Scutellinia	OTU_4930
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pirella	OTU_2824
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Archaeosporales	 f__Archaeosporaceae	 g__Archaeospora	OTU_3797
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_4427
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiales_Incertae sedis	 g__Cadophora	OTU_4038
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Geopora	OTU_4487
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_4450
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Hymenochaetales	 f__Schizoporaceae	 g__Hyphodontia	OTU_2792
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_1669
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3498
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Stereaceae	 g__Vesiculomyces	OTU_2191
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Inocybaceae	 g__Inocybe	OTU_2892
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Pluteaceae	 g__Volvopluteus	OTU_2269
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Inocybaceae	 g__Inocybe	OTU_1157
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Hygrophoraceae	 g__Hygrophorus	OTU_4683
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_2130
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinellus	OTU_2454
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_3638
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Ceratocystidaceae	 g__Ceratocystis	OTU_1094
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_2135
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_1783
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Sporopachydermia	OTU_2643
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Gomphales	 f__Gomphaceae	 g__Ramaria	OTU_1486
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Dothideomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Naumovia	OTU_5085
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_5464
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Dothideomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Naumovia	OTU_5367
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Hannaella	OTU_3415
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiomycetes_Incertae sedis_Incertae sedis	 f__Eurotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Sarcinomyces	OTU_4375
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Hyphomucor	OTU_1732
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Sporobolomyces	OTU_2768
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Arthrodermataceae	 g__Trichophyton	OTU_1206
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Megacollybia	OTU_2712
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pirella	OTU_3385
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Teloschistales	 f__Teloschistaceae	 g__Teloschistes	OTU_1951
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Ophiostomatales	 f__Ophiostomataceae	 g__Ophiostoma	OTU_2505
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Cantharellales	 f__Ceratobasidiaceae	 g__Thanatephorus	OTU_3078
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_5572
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_1985
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiomycetes_Incertae sedis_Incertae sedis	 f__Eurotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Sarcinomyces	OTU_5592
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_4332
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Atheliales	 f__Atheliaceae	 g__Amphinema	OTU_3474
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Entolomataceae	 g__Entoloma	OTU_3866
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Omphalotus	OTU_1551
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Trichosporonales	 f__Trichosporonaceae	 g__Trichosporon	OTU_4179
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiales_Incertae sedis	 g__Spirosphaera	OTU_2961
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Hyphomucor	OTU_1560
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporales_Incertae sedis	 g__Clavariopsis	OTU_1751
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1470
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_948
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Leptosphaeriaceae	 g__Coniothyrium	OTU_4794
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1532
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_5116
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Atheliales	 f__Atheliaceae	 g__Cristinia	OTU_2899
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Choanephoraceae	 g__Choanephora	OTU_2881
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Sporobolomyces	OTU_1762
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Polyporaceae	 g__Perenniporia	OTU_3544
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1880
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_2282
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Pseudeurotiaceae	 g__Pseudeurotium	OTU_1203
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Cantharellales	 f__Clavulinaceae	 g__Clavulina	OTU_4343
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_3002
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Geopora	OTU_3423
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Torulaspora	OTU_3781
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Bipolaris	OTU_2422
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiales_Incertae sedis	 g__Glarea	OTU_3513
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Sistotremataceae	 g__Sistotrema	OTU_4926
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_2035
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Ophiostomatales	 f__Ophiostomataceae	 g__Grosmannia	OTU_3402
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_3981
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Amanitaceae	 g__Amanita	OTU_2264
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Peltigerales	 f__Peltigeraceae	 g__Peltigera	OTU_3144
 k__Fungi	 p__Neocallimastigomycota	 c__Neocallimastigomycetes	 o__Neocallimastigales	 f__Neocallimastigaceae	 g__Cyllamyces	OTU_4530
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Calcarisporiella	OTU_4687
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Diaporthales	 f__Diaporthaceae	 g__Diaporthe	OTU_4525
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_4245
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_1031
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Hemicarpenteles	OTU_3946
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_4239
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Cunninghamellaceae	 g__Gongronella	OTU_2342
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_4169
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_2974
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_4660
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pirella	OTU_3268
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_2017
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2169
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Pichiaceae	 g__Pichia	OTU_5634
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_1778
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Suillaceae	 g__Suillus	OTU_3178
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1616
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinellus	OTU_1511
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_528
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_3508
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Arthrobotrys	OTU_5424
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Talaromyces	OTU_2960
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1915
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_2572
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Clavariaceae	 g__Clavulinopsis	OTU_5383
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Arthrobotrys	OTU_1723
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Entylomatales	 f__Entylomataceae	 g__Entyloma	OTU_1406
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Chionosphaeraceae	 g__Kurtzmanomyces	OTU_2088
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Drechslera / Pyrenophora	OTU_4726
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Lulworthiales	 f__Lulworthiaceae	 g__Zalerion	OTU_5396
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Thelephorales	 f__Thelephoraceae	 g__Thelephora	OTU_2728
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_4638
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Bipolaris	OTU_3227
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3434
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Amanitaceae	 g__Amanita	OTU_5326
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_2250
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_2196
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreaceae	 g__Trichoderma	OTU_1326
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Glomerales	 f__Glomeraceae	 g__Glomus	OTU_1991
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Agaricus	OTU_3826
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_1243
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Acremonium	OTU_3663
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Choanephoraceae	 g__Poitrasia	OTU_1935
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinellus	OTU_1134
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Glomerales	 f__Glomeraceae	 g__Glomus	OTU_1912
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_2565
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Microbotryales	 f__Microbotryaceae	 g__Microbotryum	OTU_1224
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Omphalotus	OTU_4219
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Stereaceae	 g__Vesiculomyces	OTU_3004
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_3928
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Backusellaceae	 g__Backusella	OTU_2472
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Pleurotaceae	 g__Pleurotus	OTU_3066
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3009
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizomucor	OTU_1172
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Peltigerales	 f__Peltigeraceae	 g__Peltigera	OTU_1561
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Sclerodermataceae	 g__Scleroderma	OTU_3431
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Kochiomyces	OTU_2653
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Russula	OTU_2558
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Powellomyces	OTU_1934
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Diaporthales	 f__Valsaceae	 g__Ophiognomonia	OTU_3656
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Aspergillus	OTU_1310
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Erysiphales	 f__Erysiphaceae	 g__Erysiphe	OTU_1836
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Onygenaceae	 g__Amauroascus	OTU_4549
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Dermateaceae	 g__Pyrenopeziza	OTU_1220
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Cantharellales	 f__Clavulinaceae	 g__Clavulina	OTU_1801
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Psathyrella	OTU_2546
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Arthrodermataceae	 g__Arthroderma	OTU_1727
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_753
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_2015
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_1264
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Backusellaceae	 g__Backusella	OTU_1566
 k__Fungi	 p__Neocallimastigomycota	 c__Neocallimastigomycetes	 o__Neocallimastigales	 f__Neocallimastigaceae	 g__Cyllamyces	OTU_1789
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_1725
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_2515
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Leucosporidiales	 f__Leucosporidiaceae	 g__Mastigobasidium	OTU_1096
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Ustilaginales	 f__Ustilaginales_Incertae sedis	 g__Farysizyma	OTU_1995
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Tricholoma	OTU_1531
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycopsidaceae	 g__Saccharomycopsis	OTU_1664
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Exobasidiales	 f__Exobasidiaceae	 g__Exobasidium	OTU_1403
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Trichomonascaceae	 g__Zygoascus	OTU_2423
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Kochiomyces	OTU_1988
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Tricholoma	OTU_3334
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_2564
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_4523
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Microstromatales	 f__Microstromataceae	 g__Microstroma	OTU_4569
